,brand,model,full_title,engine_displacement_cm3,power_hp,ad_description,price_eur,mileage_km,fuel_type,production_year
153,Dacia,Sandero Stepway,Dacia Sandero Stepway TCe 90 MT6 Comfort,999.0,90.0,RAR Efectuat/ECO-G 100/Webasto/Incalzire scaune/Garantie/Rate,12790.0,54600.0,Benzina + GPL,2022.0
154,Smart,Fortwo,Smart Fortwo coupe twinamic Brabus Style,999.0,71.0,GARANTIE 12 LUNI*RATE*Revizie*Brabus*Automata*Hybrid*Panorama*AC,5950.0,79712.0,Benzina,2012.0
155,BMW,Seria 8,BMW Seria 8 840d xDrive,2993.0,320.0,Cabrio - Posibilitate Rate Avans 0 - Garantie 12 Luni - IMPECABILA,51990.0,90000.0,Diesel,2021.0
156,Audi,A3,Audi A3 Sportback 1.5 35 TFSI Advanced,1498.0,149.0,"Prim proprietar,stare perfectă!",24500.0,23000.0,Benzina,2023.0
157,Nissan,Juke,Nissan Juke 1.5L dCI Stop/Start Tekna,1461.0,110.0,Nismo Pack - Posibilitate Rate Avans 0 - Garantie 12 Luni - IMPECABILA,7790.0,160000.0,Diesel,2015.0
158,Volvo,XC 90,Volvo XC 90 D5 AWD Geartronic Inscription,1969.0,225.0,Garantie 12 luni/Km reali/Polestar/4AWD/7 Locuri/Panoramic,21999.0,272000.0,Diesel,2015.0
159,Alfa Romeo,Giulietta,Alfa Romeo Giulietta 2.0 Mjet TCT Distinctive,1956.0,170.0,Stare perfecta,6000.0,223250.0,Diesel,2012.0
160,Dacia,Duster,Dacia Duster 1.5 Blue dCi 4WD Comfort,1461.0,115.0,"4*4,Tva deductibil,Garantie,Km reali,Finantare",10950.0,211099.0,Diesel,2021.0
161,Volkswagen,Golf,Volkswagen Golf 1.0 TSI Trendline,999.0,110.0,Golf 8 - Posibilitate Rate Avans 0 - Garantie 12 Luni - IMPECABILA,13990.0,150000.0,Benzina,2021.0
162,Toyota,C-HR,Toyota C-HR,1798.0,140.0,"Autoturism nou, 10 ani garantie/200.000km",32950.0,5.0,Hibrid,2025.0
163,Tesla,Model X,Tesla Model X Signature P90D Allradantrieb,,,,54450.0,61426.0,Electric,2020.0
164,Ford,Focus,Ford Focus 1.5 EcoBlue Trend Edition,1499.0,120.0,"Ford Focus 2020 1,5 diesel, 88kw, 158000",9450.0,158000.0,Diesel,2020.0
165,Mercedes-Benz,C,Mercedes-Benz C 300 d 9G-TRONIC AMG Line,1993.0,265.0,C 300 d AMG Line+Park+Navi MBUX Premium+LED,44152.9,75996.0,Diesel,2022.0
166,Skoda,Octavia,Skoda Octavia 2.0 TDI 4x4 Scout,1968.0,150.0,GARANTIE 24 LUNI*RATE*Distributie*Scout*150CP*4x4*Navi*Bixenon*Led*etc,11750.0,224924.0,Diesel,2015.0
167,Audi,A6,Audi A6 Avant 55 TFSI e quattro S tronic PHEV S Line,1984.0,367.0,"2020 Audi A6 55Tfsi,Quattro,Plug-in Hybrid,367cp (Eligibila Finantare)",36999.38,99950.0,Hibrid Plug-In,2020.0
168,Baic,X35,Baic X35,,,,1000000.0,1000000.0,Benzina,1923.0
169,Volkswagen,Tiguan,Volkswagen Tiguan 2.0 TDI DSG 4Mot Highline,1968.0,190.0,"GARANTIE 2 ANI, 190 CP, 4X4, Automata, Highline, Dynaudio",26390.0,85766.0,Diesel,2019.0
170,Toyota,Corolla Cross,Toyota Corolla Cross,1798.0,140.0,Toyota Corolla Cross MY25 HEV Active,32500.0,5.0,Hibrid,2025.0
171,Toyota,C-HR,Toyota C-HR,1798.0,98.0,TOYOTA C-HR 122h Dynamic Business 2WD E-CVT TVA Deductibil,18989.74,90700.0,Hibrid,2019.0
172,Dacia,Logan,Dacia Logan MCV 1.5 Blue dCi Laureate,1461.0,75.0,MCV - Posibilitate Rate Avans 0 - Garantie 12 Luni - IMPECABILA,8990.0,90000.0,Diesel,2021.0
173,Peugeot,3008,Peugeot 3008,1598.0,181.0,"Peugeot 3008 1,6 Hybrid Automatik ""225 Allure""",25979.99,18600.0,Hibrid Plug-In,2022.0
174,Volkswagen,Golf,Volkswagen Golf 1.4 TSI Team,1390.0,122.0,VW Golf 6 1.4TSI Navigatie DubluClima SenzoriParcare Camera Bluetooth,5790.0,157400.0,Benzina,2010.0
175,Mercedes-Benz,C,Mercedes-Benz C 300 de T 9G-TRONIC Avantgarde,1950.0,194.0,"Mercedes-Benz C 300 de Avantgarde, stare perfectă, tva deductibil",29599.0,76000.0,Hibrid Plug-In,2020.0
176,Audi,Q3,Audi Q3 1.4 TFSI Stronic,1395.0,150.0,Istoric service Audi,15850.0,99543.0,Benzina,2017.0
177,BMW,Seria 3,BMW Seria 3 320d xDrive AT MHEV,1995.0,190.0,Bmw 320d Xdrive /2022 / Tva deductibil / Finantare,34977.13,36600.0,Diesel,2022.0
178,Toyota,Yaris,Toyota Yaris 1.5 VVT-i HSD Eco,1490.0,116.0,"Autoturism nou, 10 ani/200.000km garantie",17590.0,4.0,Hibrid,2025.0
179,Skoda,Fabia,Skoda Fabia 1.0 TSI 95 CP Style,999.0,95.0,Navi/Led/CarPlay/Fronst assist/Bluetooth/Tva/Leasing-Rate FARA AVANS,8949.99,207500.0,Benzina,2019.0
180,Volkswagen,ARTEON,Volkswagen ARTEON 2.0 TDI DSG 4Motion Elegance,1968.0,190.0,DSG ~ 4Motion ~ Posibilitate vanzare in rate Credit Leasing TVA 19%,23376.39,148600.0,Diesel,2019.0
181,Renault,Megane,Renault Megane ENERGY dCi Business,1461.0,90.0,"1,5 Dci NAVI ~ Posibilitate vanzare si in rate Credit Leasing TVA 21%",9990.0,172500.0,Diesel,2018.0
182,BMW,X1,BMW X1,1995.0,143.0,"2015,motor 2.0 diesel, 143 cp, euro 5, LIVRARE GRATUITA,GARANTIE",9999.0,217000.0,Diesel,2015.0
183,Renault,Clio,Renault Clio V 1.0 TCe 90 Techno,999.0,90.0,1.0 Benzina Tce 90CP ~ Posibilitate vanzare si in rate Credit TVA 21%,9990.0,91000.0,Benzina,2021.0
184,Audi,Q5,Audi Q5 40 TDI quattro S tronic S line,1968.0,204.0,AUDI Q5 Sline quattro / 4.0 TDI / 204 CP / 2022,32500.0,200000.0,Diesel,2022.0
185,Toyota,Camry,Toyota Camry,2487.0,178.0,Toyota Camry Business 2.5 HYBRID DYNAMIC FORCE 218 CP,23490.0,113498.0,Hibrid,2020.0
186,Mazda,CX-3,Mazda CX-3,1499.0,105.0,2015 1.5D E6 GARANTIE 12 LUNI Rate Avans 0 Doar cu Buletinul,10490.0,176000.0,Diesel,2015.0
187,Dacia,Duster,Dacia Duster,1199.0,125.0,2018 1.2I E6 GARANTIE 12 LUNI Rate Avans 0 Doar cu Buletinul,10990.0,128000.0,Benzina,2018.0
188,BMW,X3,BMW X3 sDrive18d Aut.,1995.0,143.0,2014 2.0D E5 GARANTIE 12 LUNI Rate Avans 0 Doar cu Buletinul,11990.0,243000.0,Diesel,2014.0
189,Opel,Astra,Opel Astra 1.4 Turbo Enjoy,1364.0,140.0,Opel Astra 2011 1.4 Turbo Enjoy,5150.0,133200.0,Benzina,2011.0
190,BMW,Seria 5,BMW Seria 5 520d AT MHEV,1995.0,197.0,Stare tehnica estetica impecabila.,57704.9,14150.0,Diesel,2024.0
191,Mercedes-Benz,SL,Mercedes-Benz SL AMG 63 4MATIC+,3982.0,585.0,SL 63 AMG 4M+ Premium+ Manufaktur+Crom+Jante forjate+Garantie 2 ani,134902.9,7000.0,Benzina,2022.0
192,Dacia,Duster,Dacia Duster,1199.0,125.0,2018 1.2I E6 GARANTIE 12 LUNI Rate Avans 0 Doar cu Buletinul,10990.0,128000.0,Benzina,2018.0
193,BMW,X3,BMW X3 sDrive18d Aut.,1995.0,143.0,2014 2.0D E5 GARANTIE 12 LUNI Rate Avans 0 Doar cu Buletinul,11990.0,243000.0,Diesel,2014.0
194,Opel,Astra,Opel Astra 1.4 Turbo Enjoy,1364.0,140.0,Opel Astra 2011 1.4 Turbo Enjoy,5150.0,133200.0,Benzina,2011.0
195,BMW,Seria 5,BMW Seria 5 520d AT MHEV,1995.0,197.0,Stare tehnica estetica impecabila.,57704.9,14150.0,Diesel,2024.0
196,Mercedes-Benz,SL,Mercedes-Benz SL AMG 63 4MATIC+,3982.0,585.0,SL 63 AMG 4M+ Premium+ Manufaktur+Crom+Jante forjate+Garantie 2 ani,134902.9,7000.0,Benzina,2022.0
197,BMW,X1,BMW X1,1995.0,190.0,"X1 Diesel, xDrive 190CP, primul proprietar, accept orice test",23700.0,96000.0,Diesel,2020.0
198,Renault,Megane,Renault Megane Estate Blue dCI EDC Intens,1749.0,150.0,Automat GT - Posibilitate Rate Avans 0 - Garantie 12 Luni - IMPECABILA,10989.99,270000.0,Diesel,2020.0
199,Mitsubishi,ASX,Mitsubishi ASX,1798.0,116.0,GARANTIE 12 luni#Tractiune 4x4,8100.0,226000.0,Diesel,2014.0
200,Renault,Koleos,Renault Koleos ENERGY dCi 175 X-tronic 4WD INTENS,1995.0,177.0,Automat 4X4 Led Garanție Leasing Rate Revizie,17990.0,147000.0,Diesel,2017.0
201,Kia,XCeed,Kia XCeed,1598.0,115.0,2021 1.6D E6 GARANTIE 12 LUNI Rate Avans 0 Doar cu Buletinul,16990.0,66000.0,Diesel,2021.0
202,Nissan,Qashqai,Nissan Qashqai 1.5 DCI TEKNA+,1461.0,110.0,GARANTIE 12 luni#Model Tekna Plus#Euro 6,13500.0,239000.0,Diesel,2018.0
203,Ford,Kuga,Ford Kuga,2488.0,152.0,GARANȚIE 2 ANI inclusă în preț – Posibilitate CREDIT/LEASING,18450.0,158039.0,Hibrid Plug-In,2021.0
204,BMW,X6 M,BMW X6 M M60i xDrive AT MHEV,4395.0,530.0,BMW X6 M60i xDrive,99898.81,19350.0,Benzina,2023.0
205,Toyota,RAV4,Toyota RAV4,1987.0,175.0,Posibilitate Rate / Avans 0 / Km Certificat / Garantie Extinsa,22990.0,182000.0,Benzina,2019.0
206,Toyota,Auris,Toyota Auris 1.8 L VVT-i Hybrid Sol,1798.0,99.0,Hybrid camera RATE Garantie Revizie,12450.0,132134.0,Hibrid,2015.0
207,Mercedes-Benz,CLA,Mercedes-Benz CLA 200 d Coupe Aut.,1950.0,149.0,GARANȚIE 2 ANI inclusă în preț – Posibilitate CREDIT/LEASING,25950.0,174561.0,Diesel,2021.0
208,BMW,X7,BMW X7 xDrive40d MHEV,2993.0,340.0,!! Posibilitate LEASING // TVA Deductibil // SkyLounge // 6 Locuri !!,59900.0,96070.0,Diesel,2021.0
209,Opel,Astra,Opel Astra 1.7 CDTI ECOTEC Enjoy,1686.0,110.0,Posibilitate RATE fara avans,6450.0,167759.0,Diesel,2014.0
210,Ford,Kuga,Ford Kuga 2.0 TDCi 2WD Trend,1997.0,140.0,Posibilitate RATE fara avans,7450.0,261828.0,Diesel,2011.0
211,Dacia,Logan,Dacia Logan 0.9 TCe Ambiance,898.0,90.0,GARANȚIE 2 ANI inclusă în preț – Posibilitate CREDIT/LEASING,7750.0,180714.0,Benzina,2019.0
212,Toyota,Aygo,Toyota Aygo 1.0 VVY-I 5 usi X,998.0,72.0,GARANȚIE 2 ANI inclusă în preț – Posibilitate CREDIT/LEASING,7650.0,149810.0,Benzina,2020.0
213,Kia,Sportage,Kia Sportage 2.0 DSL 8AT HP 4x4 GT Line,1995.0,185.0,Unic Proprietar / Stare foarte buna,26499.0,79500.0,Diesel,2018.0
214,Mercedes-Benz,C,Mercedes-Benz C,1997.0,75.0,Posibilitate RATE fara avans,5000.0,131578.0,Diesel,1994.0
215,BMW,,BMW Seria 2,,,,17590.0,135103.0,Benzina,2016.0
216,Skoda,Octavia,Skoda Octavia 1.0 TSI Ambition,999.0,115.0,GARANȚIE 2 ANI inclusă în preț – Posibilitate CREDIT/LEASING,11950.0,163039.0,Benzina,2019.0
217,Renault,Megane,Renault Megane TCe Life,1332.0,140.0,GARANȚIE 2 ANI inclusă în preț – Posibilitate CREDIT/LEASING,11950.0,121036.0,Benzina,2019.0
218,Dacia,Lodgy,Dacia Lodgy 1.5 Blue dCi Laureate,1461.0,115.0,GARANȚIE 2 ANI inclusă în preț – Posibilitate CREDIT/LEASING,9450.0,192667.0,Diesel,2020.0
219,Audi,Q5,Audi Q5 2.0 TDI Quattro S tronic Design,1968.0,190.0,Posibilitate Rate / Avans 0 / Km Certificat / Garantie Extinsa,27225.0,190000.0,Diesel,2019.0
220,Volkswagen,Passat,Volkswagen Passat 1.8 TSI Highline,1798.0,160.0,Posibilitate RATE fara avans,7950.0,163133.0,Benzina + GPL,2011.0
221,BMW,X1,BMW X1,1998.0,192.0,Garantie 12 luni/Km reali/Automata/Panoramic/Piele/Navigatie,14999.0,211000.0,Benzina,2016.0
222,BMW,X1,BMW X1,1995.0,143.0,2011 2.0D E5 GARANTIE 12 LUNI Rate Avans 0 Doar cu Buletinul,7590.0,232000.0,Diesel,2011.0
223,Volkswagen,Passat,Volkswagen Passat 1.6 TDI DSG Comfortline,1598.0,120.0,GARANȚIE 2 ANI inclusă în preț – Posibilitate CREDIT/LEASING,15950.0,229607.0,Diesel,2019.0
224,Renault,Clio,Renault Clio IV TCe Life,898.0,75.0,GARANȚIE 2 ANI inclusă în preț – Posibilitate CREDIT/LEASING,8949.99,53541.0,Benzina,2019.0
225,Renault,Clio,Renault Clio V 1.0 SCe 65 Authentic,999.0,66.0,GARANȚIE 2 ANI inclusă în preț – Posibilitate CREDIT/LEASING,9950.0,71795.0,Benzina,2021.0
226,Toyota,BZ4X,Toyota BZ4X 150 KW FWD (4x2) Exclusive,,,,40684.0,1.0,Electric,2025.0
227,Hyundai,Santa Fe,Hyundai Santa Fe 2.2 CRDi 4WD 8AT Luxury,2199.0,200.0,GARANȚIE 2 ANI inclusă în preț – Posibilitate CREDIT/LEASING,29950.0,71724.0,Diesel,2019.0
228,BMW,X3,BMW X3 xDrive20d Aut.,1995.0,190.0,GARANTIE 12 LUNI*RATE*190Cp*4x4*Automat*Trapa*Webasto*Piele*Navi*Led,15750.0,245215.0,Diesel,2015.0
229,Audi,A4,Audi A4 35 TFSI S tronic MHEV S Line,1984.0,150.0,GARANȚIE 2 ANI inclusă în preț – Posibilitate CREDIT/LEASING,19950.0,190030.0,Benzina,2019.0
230,Mitsubishi,Eclipse-Cross,Mitsubishi Eclipse-Cross,2268.0,148.0,Mitsubishi Eclipse Cross 2.2 Diesel 148 CP AUTOMAT 4x4 2019 EURO 6,14990.0,202470.0,Diesel,2019.0
231,BMW,Seria 5,BMW Seria 5 520d AT,1995.0,163.0,GARANȚIE 2 ANI inclusă în preț – Posibilitate CREDIT/LEASING,19950.0,229693.0,Diesel,2017.0
232,Ford,Focus,Ford Focus 1.5 EcoBlue Trend Edition,1499.0,120.0,GARANȚIE 2 ANI inclusă în preț – Posibilitate CREDIT/LEASING,9950.0,210100.0,Diesel,2019.0
233,Skoda,Kodiaq,Skoda Kodiaq 2.0 TDI 4X4 DSG Style,1968.0,150.0,GARANȚIE 2 ANI inclusă în preț – Posibilitate CREDIT/LEASING,20950.0,177591.0,Diesel,2020.0
234,Dacia,Dokker,Dacia Dokker 1.5 Blue dCi Laureate,1461.0,95.0,GARANȚIE 2 ANI inclusă în preț – Posibilitate CREDIT/LEASING,7950.0,214297.0,Diesel,2020.0
235,Hyundai,Tucson,Hyundai Tucson,1685.0,116.0,2016 1.7D E6 GARANTIE 12 LUNI Rate Avans 0 Doar cu Buletinul,13290.0,191000.0,Diesel,2016.0
236,BMW,Seria 1,BMW Seria 1,,,,15990.0,179600.0,Diesel,2020.0
237,BMW,X3,BMW X3 xDrive20d Aut. Luxury Line,1995.0,190.0,Stare impecabila,14990.0,230000.0,Diesel,2017.0
238,Volkswagen,Golf,Volkswagen Golf,1968.0,150.0,Volkswagen Golf 2.0TDI 150CP Comfortline,17122.0,85745.0,Diesel,2020.0
239,Opel,Astra,Opel Astra 1.7 CDTI DPF ecoFLEX Sports TourerStart/Stop 105g Innovation,1686.0,110.0,Opel Astra 1.7cdti // Vindem in Rate Avans Zero cu Buletinul //,4999.0,266600.0,Diesel,2012.0
240,Ford,Raptor,Ford Raptor,1998.0,205.0,Ford Ranger Raptor,62799.0,5.0,Diesel,2024.0
241,Nissan,Juke,Nissan Juke 1.2 DIG-T Tekna,1197.0,115.0,GARANTIE 12 LUNI*RATE*Tekna*Alcantara*Navi*Camera*Led*Incalzire,8750.0,137591.0,Benzina,2015.0
242,Nissan,Qashqai,Nissan Qashqai 1.5 e-POWER N-Connecta,1477.0,156.0,Nissan Qashqai,26990.0,42001.0,Benzina,2022.0
243,Renault,Arkana,Renault Arkana,1598.0,145.0,Renault Arkana,19490.0,34443.0,Hibrid,2022.0
244,Mercedes-Benz,E,Mercedes-Benz E 300 de Aut.,1950.0,194.0,TVA Deductibil! Garantie 24 luni!/Inmatriculat Ro/Plug-in Hybrid,38000.0,118000.0,Hibrid Plug-In,2021.0
245,Ford,Raptor,Ford Raptor,2996.0,292.0,Ford Ranger Raptor,72358.0,5.0,Benzina,2025.0
246,Mercedes-Benz,GLE,Mercedes-Benz GLE AMG 53 4Matic+ AMG Speedshift TCT 9G,2999.0,435.0,GLE 53 AMG 4M+ Premium plus/Night/Manukaktur/Nappa/Airmatic/Head-up,114937.9,21000.0,Benzina,2024.0
247,Ford,Transit,Ford Transit Custom,1996.0,136.0,Noul Transit Custom Kombi,39809.0,5.0,Diesel,2024.0
248,Kia,XCeed,Kia XCeed 1.6 GDI DCT6 OPF Plug-in-Hybrid SPIRIT,1580.0,141.0,1.6 GDI Plug in Hybrid Tva Garantie,20690.0,42300.0,Hibrid Plug-In,2022.0
249,Peugeot,308,Peugeot 308 1.2 L PureTech Turbo S&S Active Pack,1199.0,110.0,"GARANTIE 2 ANI, Clima, Camera, Pilot automat, Apple Carplay",11490.0,42839.0,Benzina,2020.0
250,Audi,Q8,Audi Q8 3.0 55 TFSI quattro Tiptronic MHEV,2995.0,340.0,Audi Q8 S Line 55 TFSI Quattro,70057.98,84177.0,Benzina,2022.0
251,MG,MG3,MG MG3,1495.0,114.0,Garantie producator / Rate / Leasing / Credit / Buyback,18250.01,70.0,Benzina,2024.0
252,Opel,Grandland X,Opel Grandland X 2.0 START/STOP Aut. Ultimate,1997.0,177.0,Opel Grandland X Ultimate 2.0D 177CP TVA DEDUCTIBIL Leasing Credit,18488.8,142700.0,Diesel,2019.0
253,Nissan,Qashqai,Nissan Qashqai,1461.0,110.0,1.5Dci/110cp/Panoramic/Piele/Incalzire/Navigatie/Camere360/Garantie12,13800.0,143000.0,Diesel,2017.0
254,Volkswagen,Passat,Volkswagen Passat,,,,1800.0,267876.0,Diesel,2005.0
255,Ford,Tourneo Connect,Ford Tourneo Connect 1.5 TDCi Start-Stop Titanium,1499.0,120.0,"GARANTIE 2 ANI, Panoramic, Camera, Scaune incalzite, Navi",14290.0,162128.0,Diesel,2020.0
256,Audi,A6,Audi A6 2.0 40 TDI quattro S tronic Design,1968.0,204.0,Dotări AUDI A6 2.0 40 TDI quattro S tronic Sport,28900.0,128683.0,Diesel,2019.0
257,Mercedes-Benz,EQV,Mercedes-Benz EQV 250 extralang Avantgarde Line,,,,78990.01,5000.0,Electric,2023.0
258,Volkswagen,Passat,Volkswagen Passat Variant 1.4 TSI Plug-In-Hybrid DSG GTE,1395.0,218.0,VW Passat GTE 1.4 / PHEV,18392.0,132007.0,Hibrid Plug-In,2021.0
259,Kia,XCeed,Kia XCeed 1.6 GDI DCT6 OPF Plug-in-Hybrid Platinum Edition,1580.0,141.0,PLATINUM 1.6 GDI Plug in Hybrid Panoramic Ventilatie Tva Garantie Full,19689.99,103000.0,Hibrid Plug-In,2021.0
260,Audi,A4,Audi A4 Avant 2.0 30 TDI S tronic MHEV Basic,1968.0,136.0,Garantie 24luni posibilitate leasing cu dobanda fixa de 4.75%,20207.0,132000.0,Diesel,2021.0
261,Mercedes-Benz,CLS,Mercedes-Benz CLS 350 CDI BlueEfficiency Aut,2987.0,265.0,- Posibilitate Rate Avans 0 - Garantie 12 Luni - IMPECABILA,15990.0,190000.0,Diesel,2012.0
262,Land Rover,Range Rover Evoque,Land Rover Range Rover Evoque 2.0 D200 R-Dynamic MHEV HSE,1999.0,204.0,Range Rover Evoque 2.0D I4 163CP AWD Auto MHEV Dynamic HSE,59290.0,250.0,Diesel,2023.0
263,Audi,Q5,Audi Q5 50 TFSIe quattro S tronic S line,1984.0,299.0,Posibilitate Rate / Avans 0 / Km Certificat / Garantie Extinsa,33517.0,156000.0,Hibrid Plug-In,2021.0
264,Kia,Sportage,Kia Sportage,1591.0,132.0,RATE/GARANTIE1.6benzina 2018 pilot navi senzori jante 150mi km reali,16500.0,150000.0,Benzina,2018.0
265,Audi,A4,Audi A4 2.0 TDI S tronic,1968.0,150.0,Istoric Service / Cauciucuri iarna /,11990.0,200301.0,Diesel,2017.0
266,Kia,Sportage,Kia Sportage,1598.0,180.0,1.6 T-GDI 7vit. 4x4 180CP AWD (48V M-H) AUT. Garantie Tva Full,25989.99,125700.0,Hibrid,2022.0
267,Mercedes-Benz,C,Mercedes-Benz C,1999.0,258.0,Mercedes-benz C 300 4Matic,38499.78,53580.0,Benzina,2021.0
268,Dacia,Sandero,Dacia Sandero TCe 100 Comfort,999.0,101.0,"1,0 LPG 101cp Benzina+Gaz""Comfort"" Import Germania Garantie",9990.0,101000.0,Benzina + GPL,2021.0
269,Nissan,Qashqai,Nissan Qashqai 1.3 DIG-T MHEV Tekna,1332.0,140.0,"Tekna Virtual Cockpit 1,3 MHEV Benzina+Hybrid Garantie Tva",21343.19,88000.0,Benzina,2022.0
270,BMW,Seria 3,BMW Seria 3,1998.0,156.0,De vânzare bmw seria 3 M-pack,25999.0,160000.0,Benzina,2021.0
271,Mercedes-Benz,V,Mercedes-Benz V 250 BlueTEC Aut. Long Avantgarde,2143.0,190.0,Mercedes V250 Avantgarde 2016 4Matic 7 locuri Distronic,25777.0,342000.0,Diesel,2016.0
272,Kia,Sportage,"Kia Sportage 2,0 CRDI AWD Aut. Platinum",1995.0,185.0,2.0 CRDI 4x4 184CP AWD (48V M-H) AUT.PLATINUM Garantie Tva Full,20689.79,156000.0,Diesel,2019.0
273,Nissan,Qashqai,Nissan Qashqai 1.3 DIG-T MHEV Xtronic Acenta,1332.0,158.0,"2023 Automat Xtronic 1,3 MHEV Benzina+Hybrid Garantie Tva",21037.74,91700.0,Benzina,2023.0
274,Volkswagen,Golf,Volkswagen Golf,1498.0,150.0,Volkswagen Golf VIII Lim. Move,20678.9,72932.0,Benzina,2023.0
275,Audi,A4,Audi A4 2.0 TDI,,,,9990.0,179000.0,Diesel,2014.0
276,Citroën,DS7,Citroën DS7 Crossback BlueHDI 180 Aut. GRAND CHIC,1997.0,179.0,GARANTIE 24 LUNI*RATE*REVIZIE*Automata*180CP*Digital*Led*Camere 360,17550.0,194044.0,Diesel,2019.0
277,BMW,Seria 5,BMW Seria 5 520d AT MHEV,1995.0,190.0,Garantie 12 luni / Mild-Hybrid / TVA deductibil / Finantare PJ,24805.0,197670.0,Diesel,2020.0
278,Mercedes-Benz,EQB,Mercedes-Benz EQB 300 4MATIC,,,,47789.92,5000.0,Electric,2023.0
279,Skoda,Roomster,Skoda Roomster,1197.0,86.0,RATE/GARANTIE1.2benzina 86cp 2013clima senzori km reali IDEALA AFACERE,3800.0,120000.0,Benzina,2013.0
280,Mercedes-Benz,GLA,Mercedes-Benz GLA 250 e,,,,45685.97,22702.0,Hibrid Plug-In,2023.0
281,Ford,Focus,Ford Focus 1.5 EcoBlue Titanium Business,1499.0,120.0,Focus - Posibilitate Rate Avans 0 - Garantie 12 Luni - IMPECABILA,9990.0,150000.0,Diesel,2021.0
282,Mercedes-Benz,GLC,Mercedes-Benz GLC 250 d 4Matic 9G-TRONIC AMG Line,2143.0,204.0,Suv 4Matic 2019-Pack Amg-Gps Navi 3D-Faruri Cu Led-Camere Video 360,25990.0,163147.0,Diesel,2018.0
283,Mercedes-Benz,GLA,Mercedes-Benz GLA 220 4MATIC MHEV Aut.,,,,41206.55,39682.0,Benzina,2023.0
284,Mercedes-Benz,GLA,Mercedes-Benz GLA 250 e,,,,45164.46,26075.0,Hibrid Plug-In,2023.0
285,Mercedes-Benz,V,Mercedes-Benz V 250 BlueTEC Aut. Extralong Avantgarde,2143.0,190.0,Mercedes-Benz V250d 4MATiC 2018,47990.0,49800.0,Diesel,2018.0
286,Skoda,Scala,Skoda Scala 1.0 TSI DSG Style,999.0,110.0,Automata - Posibilitate Rate Avans 0 - Garantie 12 Luni - IMPECABILA,12490.0,170000.0,Benzina,2022.0
287,Audi,Q5,Audi Q5 50 TFSI e quattro S tronic,1984.0,252.0,Audi Q5 sport 50 TFSI e quattro S-tronic S-Line IN STOC LA SIBIU,30493.21,78400.0,Hibrid Plug-In,2020.0
288,Peugeot,2008,Peugeot 2008 BlueHDi 130 EAT8 Active,1499.0,131.0,"GARANTIE 2 ANI, Pilot automat, LED, Apple Carplay, Android Auto",14590.01,143928.0,Diesel,2022.0
289,Volkswagen,Golf,Volkswagen Golf,1598.0,115.0,RATE/GARANȚIE1.6diesel 2019 euro6 unic propietar 163mi km CA NOUA,12500.0,162000.0,Diesel,2019.0
290,Mercedes-Benz,C,Mercedes-Benz C 220 T CDI DPF,2148.0,170.0,Masina in stare foarte bună,3600.0,295700.0,Diesel,2008.0
291,Renault,Clio,Renault Clio IV TCe Life,,,,6990.0,173000.0,Benzina,2020.0
292,Porsche,Cayenne Coupe,Porsche Cayenne Coupe S,2894.0,440.0,"Porsche Cayenne S Coupe, torque vectoring plus, punte spate viratoare",89980.0,84800.0,Benzina,2021.0
293,Audi,A6,Audi A6 Avant 3.0 TDI quattro S tronic,2967.0,272.0,Km reali/ S Line/ 4x4/ Automata/ 272 Cai,21999.0,148121.0,Diesel,2017.0
294,Volkswagen,Tiguan,Volkswagen Tiguan 2.0 TDI SCR 4MOTION DSG Highline,1968.0,240.0,GARANTIE 24 LUNI*RATE*4x4*240Cp*R Line*Automat*Panorama*Distronic*Led,21097.56,244151.0,Diesel,2017.0
295,Land Rover,Range Rover Sport,Land Rover Range Rover Sport,1999.0,241.0,Land Rover Range Rover Sport 2.0 SD4 HSE / 2017 / Tva deductibil,26890.0,81363.0,Diesel,2017.0
296,Mercedes-Benz,CLA,Mercedes-Benz CLA 200 d SB,,,,20800.0,155202.0,Diesel,2021.0
297,BMW,M3,BMW M3 Competition xDrive AT,2993.0,510.0,Garanție producător: iulie 2026 (fără limită de kilometri),91499.99,23650.0,Benzina,2023.0
298,Peugeot,508,Peugeot 508,2179.0,204.0,"Peugeot 508 GT HDI 204Cp,an 2012, Automat,Full Optional,RATE FIXE",5950.0,193124.0,Diesel,2012.0
299,Mercedes-Benz,GLC,Mercedes-Benz GLC 220 d 4Matic 9G-TRONIC Avantgarde Advanced,1993.0,197.0,GARANTIE 24 LUNI*4 Matic*Automata*197Cp*Distronic*Line+Side Assist*,28785.9,181950.0,Diesel,2020.0
300,Audi,Q3,Audi Q3 2.0 TDI Quattro S tronic,1968.0,177.0,Finantare / Stare tehnica 10/10 / Istoric service,11500.0,198500.0,Diesel,2013.0
301,Mini,Clubman,Mini Clubman,1995.0,150.0,Garantie/Km reali/Automata/150 Cai/,9999.0,247000.0,Diesel,2019.0
302,Hyundai,i30,Hyundai i30 1.5 110CP 5DR M/T Comfort,1498.0,110.0,Unic proprietar / 63.000 km / 2022 / Credit / TVA deductibil,12990.0,63000.0,Benzina,2022.0
303,Dacia,Logan,Dacia Logan,1461.0,75.0,Dacia Logan 2020 - via workleto.com,10400.0,57879.0,Diesel,2020.0
304,Dacia,Logan,Dacia Logan 0.9 TCe SL PLUS,898.0,90.0,"GARANTIE 2 ANI, Finantare, AC, Bluetooth",10490.01,48696.0,Benzina,2020.0
